Path,Artifact Type,Current Purpose,Referenced By,Classification,Information To Preserve,Canonical Destination,Recommended Action,Delete Preconditions,Risk,Git State,SHA256,Bytes,Reference Scan
scripts/curl-test.ps1,oneoff-script,内容特征：HTTP/浏览器操作、DB读写,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:97,docs/evidence/scaffold-upgrade/wp10-inventory.md:32",DELETE_AFTER_VALIDATION,当前仍有效的修复依据/诊断结论；不保留硬编码实例操作,对应正式module指南/测试，若无长期价值则Git历史,DELETE,逐脚本复核固定实例/环境假设和长期复用价值；七域引用+动态入口；无唯一能力/数据；G1-G7后WP-015,HIGH,tracked-clean,f92f428540e29803a80958b46aa568b1aa77b41aa747de1567eef12ea8963b5f,984,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/deploy-and-start.ps1,oneoff-script,内容特征：HTTP/浏览器操作、DB读写,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:97,docs/evidence/scaffold-upgrade/wp10-inventory.md:33",DELETE_AFTER_VALIDATION,当前仍有效的修复依据/诊断结论；不保留硬编码实例操作,对应正式module指南/测试，若无长期价值则Git历史,DELETE,逐脚本复核固定实例/环境假设和长期复用价值；七域引用+动态入口；无唯一能力/数据；G1-G7后WP-015,HIGH,tracked-clean,84f16c9caa0b031d16571baeb1d919fbca280ba5053439fa5a3f5abf22242158,6217,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/fix-approval-comments.sql,oneoff-script,内容特征：DB读写,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:100,docs/evidence/scaffold-upgrade/migration-inventory.md:52,docs/evidence/scaffold-upgrade/wp10-inventory.md:30",DELETE_AFTER_VALIDATION,当前仍有效的修复依据/诊断结论；不保留硬编码实例操作,对应正式module指南/测试，若无长期价值则Git历史,DELETE,逐脚本复核固定实例/环境假设和长期复用价值；七域引用+动态入口；无唯一能力/数据；G1-G7后WP-015,HIGH,tracked-clean,ff194bc4f013763014db080e3a6dc4a829e176665e22d3788bf373896793a12a,1680,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=3; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/fix-bpmn.ps1,oneoff-script,内容特征：文件修改,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:98,docs/evidence/scaffold-upgrade/wp10-inventory.md:30",DELETE_AFTER_VALIDATION,当前仍有效的修复依据/诊断结论；不保留硬编码实例操作,对应正式module指南/测试，若无长期价值则Git历史,DELETE,逐脚本复核固定实例/环境假设和长期复用价值；七域引用+动态入口；无唯一能力/数据；G1-G7后WP-015,HIGH,tracked-clean,2e5559cc3eb43c39ad81c36aa7520a2a8a45ad9cfc237b1c0c7ec56860794ad8,1091,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/fix-comment-charset.sql,oneoff-script,内容特征：历史实例/转换/诊断工具；需核实长期复用边界,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:100,docs/evidence/scaffold-upgrade/migration-inventory.md:53,docs/evidence/scaffold-upgrade/wp10-inventory.md:30",DELETE_AFTER_VALIDATION,当前仍有效的修复依据/诊断结论；不保留硬编码实例操作,对应正式module指南/测试，若无长期价值则Git历史,DELETE,逐脚本复核固定实例/环境假设和长期复用价值；七域引用+动态入口；无唯一能力/数据；G1-G7后WP-015,HIGH,tracked-clean,29e988300b56460025803c9a5ae2d1207c9fac16fe87d59eb85bb25fc2dc16bf,315,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=3; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/fix-fullmsg.sql,oneoff-script,内容特征：DB读写,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:100,docs/evidence/scaffold-upgrade/migration-inventory.md:54,docs/evidence/scaffold-upgrade/wp10-inventory.md:30",DELETE_AFTER_VALIDATION,当前仍有效的修复依据/诊断结论；不保留硬编码实例操作,对应正式module指南/测试，若无长期价值则Git历史,DELETE,逐脚本复核固定实例/环境假设和长期复用价值；七域引用+动态入口；无唯一能力/数据；G1-G7后WP-015,HIGH,tracked-clean,b17c9d6fb3ee3115f8c590e0687670179600fc46af074bedad2185e8eaef8cbc,555,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=3; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/fix-inst4.ps1,oneoff-script,内容特征：HTTP/浏览器操作、DB读写,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:98,docs/evidence/scaffold-upgrade/wp10-inventory.md:30",DELETE_AFTER_VALIDATION,当前仍有效的修复依据/诊断结论；不保留硬编码实例操作,对应正式module指南/测试，若无长期价值则Git历史,DELETE,逐脚本复核固定实例/环境假设和长期复用价值；七域引用+动态入口；无唯一能力/数据；G1-G7后WP-015,HIGH,tracked-clean,a5461d55986fab4adaec7eda787dba0fa66fc376641bee3b9945994b194c13af,2854,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/raw-json.ps1,oneoff-script,内容特征：HTTP/浏览器操作、文件修改,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:102,docs/evidence/scaffold-upgrade/wp10-inventory.md:32",DELETE_AFTER_VALIDATION,当前仍有效的修复依据/诊断结论；不保留硬编码实例操作,对应正式module指南/测试，若无长期价值则Git历史,DELETE,逐脚本复核固定实例/环境假设和长期复用价值；七域引用+动态入口；无唯一能力/数据；G1-G7后WP-015,HIGH,tracked-clean,c6502ed72b826835daf5707fe9b38e81283886c5090a2f60e7d78a15cd5d0823,1017,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/sql/_check_wf.sql,legacy-schema-or-data-sql,内容特征：DB读写,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:30,docs/evidence/scaffold-upgrade/wp10-inventory.md:31",REFACTOR_THEN_DELETE,结构/授权/初始化/测试数据/历史兼容能力,database/changelog/对应模块、scripts/sql/seed/或正式E2E fixture,REFACTOR_THEN_DELETE,WP-003逐DDL/DML映射与fresh/旧库adopt+upgrade/重放/恢复证据；动态加载/七域引用迁移；禁止先删后补,CRITICAL,tracked-clean,d9f00e557698325486c0e64125a5aaa4a307641a869d0725eea532dbb57388c9,1066,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/sql/crm-sample-data.sql,legacy-schema-or-data-sql,内容特征：DB读写,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:31,docs/evidence/scaffold-upgrade/wp10-inventory.md:43",REFACTOR_THEN_DELETE,结构/授权/初始化/测试数据/历史兼容能力,database/changelog/对应模块、scripts/sql/seed/或正式E2E fixture,REFACTOR_THEN_DELETE,WP-003逐DDL/DML映射与fresh/旧库adopt+upgrade/重放/恢复证据；动态加载/七域引用迁移；禁止先删后补,CRITICAL,tracked-clean,2de895bf2cf5d02ca49ead52bb0d174f1e3834fe4ccd30b52386179cb1071afc,32451,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/sql/init-all.sql,legacy-schema-or-data-sql,内容特征：DB读写,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/adr/0001-scaffold-upgrade-foundations.md:36,docs/architecture.en.md:465,docs/architecture.jp.md:463,docs/architecture.kr.md:461,docs/architecture.md:465,docs/docker-deployment.en.md:444,docs/docker-deployment.jp.md:441,docs/docker-deployment.kr.md:441,docs/docker-deployment.md:456,docs/evidence/scaffold-upgrade/g7-walkthrough.md:32,docs/evidence/scaffold-upgrade/i18n-findings-resolution-2026-09-04.md:29,docs/evidence/scaffold-upgrade/migration-inventory.md:111,docs/evidence/scaffold-upgrade/migration-inventory.md:22,docs/evidence/scaffold-upgrade/migration-inventory.md:32,docs/evidence/scaffold-upgrade/migration-inventory.md:79,docs/evidence/scaffold-upgrade/s0-08-g1.md:79,docs/evidence/scaffold-upgrade/wp10-inventory.md:40,docs/evidence/scaffold-upgrade/wp10-inventory.md:62,docs/full-functional-audit-2026-08-14.md:139,docs/full-functional-audit-2026-08-14.md:258,docs/full-functional-audit-2026-08-14.md:434,docs/guides/quick-start.en.md:29,docs/guides/quick-start.jp.md:29,docs/guides/quick-start.kr.md:29,docs/guides/quick-start.md:29,docs/scaffold-upgrade-implementation-plan.md:192,docs/scaffold-upgrade-implementation-plan.md:193,docs/scaffold-upgrade-task-handoff-2026-08-27.md:359,docs/scaffold-upgrade-task-handoff-2026-08-27.md:362,docs/srm.en.md:414,docs/srm.en.md:419,docs/srm.jp.md:416,docs/srm.jp.md:421,docs/srm.kr.md:416,docs/srm.kr.md:421,docs/srm.md:417,docs/srm.md:422; PRODUCTION=omni-backend/omni-auth/src/main/resources/db/init-data.sql:3,omni-backend/omni-auth/src/main/resources/db/init-data.sql:7,omni-backend/omni-base/src/main/java/com/omni/base/job/UserJobSeedSyncRunner.java:22; SCRIPT=scripts/.work/qoder-doc-parity-findings-full.txt:64,scripts/.work/qoder-doc-parity-findings-full.txt:67,scripts/sql/migrate-srm-mvp.sql:18,scripts/sql/migrate-workflow-process-start-idempotency.sql:2,scripts/sql/procurement-sample-data.sql:4,scripts/sql/procurement-sample-data.sql:512; REVIEWED: UserJobSeedSyncRunner命中为Javadoc旧初始化说明，并非执行文件；仍须更新说明与其它调用; GOVERNANCE_LINKS=docs/scaffold-upgrade-implementation-plan.md:194,docs/scaffold-upgrade-implementation-plan.md:195",REFACTOR_THEN_DELETE,结构/授权/初始化/测试数据/历史兼容能力,database/changelog/对应模块、scripts/sql/seed/或正式E2E fixture,REFACTOR_THEN_DELETE,WP-003逐DDL/DML映射与fresh/旧库adopt+upgrade/重放/恢复证据；动态加载/七域引用迁移；禁止先删后补,CRITICAL,tracked-clean,36ffef10819dc68484055c75600f4c4256d31bd91d88983f57e40fd68820b8d7,305259,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=3; TEST=0; DOCS=37; SCRIPT=6; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/sql/init-nacos.sql,legacy-schema-or-data-sql,内容特征：DB读写,"待静态引用扫描；脚本之间可存在链式调用; DOCS=README.jp.md:130,README.kr.md:130,README.md:144,docs/evidence/scaffold-upgrade/migration-inventory.md:33,docs/evidence/scaffold-upgrade/wp10-inventory.md:45,docs/scaffold-upgrade-implementation-plan.md:192; GOVERNANCE_LINKS=docs/scaffold-upgrade-implementation-plan.md:194",REFACTOR_THEN_DELETE,结构/授权/初始化/测试数据/历史兼容能力,database/changelog/对应模块、scripts/sql/seed/或正式E2E fixture,REFACTOR_THEN_DELETE,WP-003逐DDL/DML映射与fresh/旧库adopt+upgrade/重放/恢复证据；动态加载/七域引用迁移；禁止先删后补,CRITICAL,tracked-clean,bb0fbe564081b8333b20275a8adb620cca85d4212c9922c7aebd01ad71252443,11460,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=6; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/sql/init-tenant-a.sql,legacy-schema-or-data-sql,内容特征：DB读写,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:34,docs/evidence/scaffold-upgrade/wp10-inventory.md:42",REFACTOR_THEN_DELETE,结构/授权/初始化/测试数据/历史兼容能力,database/changelog/对应模块、scripts/sql/seed/或正式E2E fixture,REFACTOR_THEN_DELETE,WP-003逐DDL/DML映射与fresh/旧库adopt+upgrade/重放/恢复证据；动态加载/七域引用迁移；禁止先删后补,CRITICAL,tracked-clean,455703c3b63d1ae7d5079f4d2525bbc7217e2cc9a496fac8107ccccd16763d0e,8859,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/sql/init-xxl-job.sql,legacy-schema-or-data-sql,内容特征：DB读写,"待静态引用扫描；脚本之间可存在链式调用; DOCS=README.jp.md:131,README.kr.md:131,README.md:145,docs/evidence/scaffold-upgrade/migration-inventory.md:35,docs/evidence/scaffold-upgrade/wp10-inventory.md:45,docs/scaffold-upgrade-implementation-plan.md:192; GOVERNANCE_LINKS=docs/scaffold-upgrade-implementation-plan.md:194",REFACTOR_THEN_DELETE,结构/授权/初始化/测试数据/历史兼容能力,database/changelog/对应模块、scripts/sql/seed/或正式E2E fixture,REFACTOR_THEN_DELETE,WP-003逐DDL/DML映射与fresh/旧库adopt+upgrade/重放/恢复证据；动态加载/七域引用迁移；禁止先删后补,CRITICAL,tracked-clean,a12250c8e7e3b40dac6252691f1fba55e57ca6550982933980f1ae38068fc96a,9395,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=6; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/sql/migrate-asset-mvp.sql,legacy-schema-or-data-sql,内容特征：DB读写,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:36,docs/evidence/scaffold-upgrade/wp10-inventory.md:41",REFACTOR_THEN_DELETE,结构/授权/初始化/测试数据/历史兼容能力,database/changelog/对应模块、scripts/sql/seed/或正式E2E fixture,REFACTOR_THEN_DELETE,WP-003逐DDL/DML映射与fresh/旧库adopt+upgrade/重放/恢复证据；动态加载/七域引用迁移；禁止先删后补,CRITICAL,tracked-clean,e9abe955a8a4f70cf7471983fb868a2fad4cf2423b9f0475abbe54afd4f2907b,25708,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/sql/migrate-crm-mvp.sql,legacy-schema-or-data-sql,内容特征：DB读写,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:37,docs/evidence/scaffold-upgrade/wp10-inventory.md:41",REFACTOR_THEN_DELETE,结构/授权/初始化/测试数据/历史兼容能力,database/changelog/对应模块、scripts/sql/seed/或正式E2E fixture,REFACTOR_THEN_DELETE,WP-003逐DDL/DML映射与fresh/旧库adopt+upgrade/重放/恢复证据；动态加载/七域引用迁移；禁止先删后补,CRITICAL,tracked-clean,a80c464e74c894f01b7d1c73ea43fd5a3af2d36adec02c7f059c16f77f2f0117,28718,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/sql/migrate-procurement-mvp.sql,legacy-schema-or-data-sql,内容特征：DB读写,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:38,docs/evidence/scaffold-upgrade/wp10-inventory.md:41",REFACTOR_THEN_DELETE,结构/授权/初始化/测试数据/历史兼容能力,database/changelog/对应模块、scripts/sql/seed/或正式E2E fixture,REFACTOR_THEN_DELETE,WP-003逐DDL/DML映射与fresh/旧库adopt+upgrade/重放/恢复证据；动态加载/七域引用迁移；禁止先删后补,CRITICAL,tracked-clean,78a047916214b8a1e86ee10fb16220960110f2ea52bc3b6e11c60db8ce4d3851,39680,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/sql/migrate-srm-mvp.sql,legacy-schema-or-data-sql,内容特征：DB读写,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:39,docs/evidence/scaffold-upgrade/wp10-inventory.md:41",REFACTOR_THEN_DELETE,结构/授权/初始化/测试数据/历史兼容能力,database/changelog/对应模块、scripts/sql/seed/或正式E2E fixture,REFACTOR_THEN_DELETE,WP-003逐DDL/DML映射与fresh/旧库adopt+upgrade/重放/恢复证据；动态加载/七域引用迁移；禁止先删后补,CRITICAL,tracked-clean,4ea4441fc4f54d3e15661121efc455150c11d83d46f44adb141d62e93de9b54b,80613,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
scripts/sql/migrate-supplier-workflow.sql,legacy-schema-or-data-sql,内容特征：DB读写,"待静态引用扫描；脚本之间可存在链式调用; DOCS=docs/evidence/scaffold-upgrade/migration-inventory.md:40,docs/evidence/scaffold-upgrade/wp10-inventory.md:41",REFACTOR_THEN_DELETE,结构/授权/初始化/测试数据/历史兼容能力,database/changelog/对应模块、scripts/sql/seed/或正式E2E fixture,REFACTOR_THEN_DELETE,WP-003逐DDL/DML映射与fresh/旧库adopt+upgrade/重放/恢复证据；动态加载/七域引用迁移；禁止先删后补,CRITICAL,tracked-clean,fac117ebb8b16338672347cae180f173e5bced4f4512fee040ed5a7cfc2d10f9,13599,CI=0; PACKAGE=0; BUILD=0; PRODUCTION=0; TEST=0; DOCS=2; SCRIPT=0; path/basename matches may be ambiguous; NOT_PROVEN_NO_DYNAMIC_REFERENCES; current-governance excluded to avoid inventory self-links
